[Threshold Data File for Detection Thresholds Measured with a Shaker]
[Subject Code]
3
[Subject Name]
3
[Experiment Number]
1
[Tested Frequencies (Hz)]
10	20	35	50	70	95	120	150	200	280	400	550	
[Number of Reversals]
7
[Step Sizes (dB)]
4.000000	4.000000	3.000000	1.000000	1.000000	1.000000	1.000000	


>> Condition 1


>> Frequency = 50
1	6.185755	RIGHT	NO
2	6.185755	RIGHT	NO
3	3.902947	RIGHT	NO
4	3.902947	RIGHT	NO
5	2.462593	WRONG	YES
6	3.902947	RIGHT	NO
7	3.902947	RIGHT	YES
8	2.763075	WRONG	YES
9	3.100221	RIGHT	NO
10	3.100221	RIGHT	YES
11	2.763075	WRONG	YES
12	3.100221	RIGHT	NO
13	3.100221	RIGHT	YES
14	2.763075	RIGHT	NO
15	2.763075	RIGHT	NO
16	2.462593	RIGHT	NO
17	2.462593	RIGHT	NO
18	2.194789	RIGHT	NO
19	2.194789	RIGHT	NO
20	1.956107	WRONG	YES


>> Condition 2


>> Frequency = 280
1	3.374048	RIGHT	NO
2	3.374048	RIGHT	NO
3	2.128880	RIGHT	NO
4	2.128880	RIGHT	NO
5	1.343233	WRONG	YES
6	2.128880	RIGHT	NO
7	2.128880	RIGHT	YES
8	1.507132	RIGHT	NO
9	1.507132	WRONG	YES
10	1.691030	RIGHT	NO
11	1.691030	RIGHT	YES
12	1.507132	WRONG	YES
13	1.691030	RIGHT	NO
14	1.691030	RIGHT	YES
15	1.507132	RIGHT	NO
16	1.507132	RIGHT	NO
17	1.343233	WRONG	YES


>> Condition 3


>> Frequency = 200
1	2.361833	RIGHT	NO
2	2.361833	RIGHT	NO
3	1.490216	RIGHT	NO
4	1.490216	RIGHT	NO
5	0.940263	RIGHT	NO
6	0.940263	RIGHT	NO
7	0.593266	WRONG	YES
8	0.940263	RIGHT	NO
9	0.940263	RIGHT	YES
10	0.665655	WRONG	YES
11	0.746877	RIGHT	NO
12	0.746877	RIGHT	YES
13	0.665655	WRONG	YES
14	0.746877	RIGHT	NO
15	0.746877	RIGHT	YES
16	0.665655	WRONG	YES


>> Condition 4


>> Frequency = 10
1	34.865161	RIGHT	NO
2	34.865161	RIGHT	NO
3	21.998429	RIGHT	NO
4	21.998429	RIGHT	NO
5	13.880071	RIGHT	NO
6	13.880071	RIGHT	NO
7	8.757733	WRONG	YES
8	13.880071	RIGHT	NO
9	13.880071	RIGHT	YES
10	9.826337	RIGHT	NO
11	9.826337	RIGHT	NO
12	6.956514	RIGHT	NO
13	6.956514	WRONG	YES
14	7.805337	WRONG	NO
15	8.757733	WRONG	NO
16	9.826337	RIGHT	NO
17	9.826337	RIGHT	YES
18	8.757733	WRONG	YES
19	9.826337	RIGHT	NO
20	9.826337	RIGHT	YES
21	8.757733	RIGHT	NO
22	8.757733	RIGHT	NO
23	7.805337	WRONG	YES


>> Condition 5


>> Frequency = 120
1	3.936389	RIGHT	NO
2	3.936389	RIGHT	NO
3	2.483694	RIGHT	NO
4	2.483694	RIGHT	NO
5	1.567105	RIGHT	NO
6	1.567105	RIGHT	NO
7	0.988776	RIGHT	NO
8	0.988776	WRONG	YES
9	1.567105	RIGHT	NO
10	1.567105	RIGHT	YES
11	1.109425	RIGHT	NO
12	1.109425	WRONG	YES
13	1.244796	RIGHT	NO
14	1.244796	RIGHT	YES
15	1.109425	RIGHT	NO
16	1.109425	RIGHT	NO
17	0.988776	RIGHT	NO
18	0.988776	RIGHT	NO
19	0.881248	RIGHT	NO
20	0.881248	RIGHT	NO
21	0.785413	RIGHT	NO
22	0.785413	RIGHT	NO
23	0.700000	RIGHT	NO
24	0.700000	RIGHT	NO
25	0.623876	WRONG	YES
26	0.700000	RIGHT	NO
27	0.700000	RIGHT	YES
28	0.623876	RIGHT	NO
29	0.623876	RIGHT	NO
30	0.556030	RIGHT	NO
31	0.556030	RIGHT	NO
32	0.495562	RIGHT	NO
33	0.495562	RIGHT	NO
34	0.441670	RIGHT	NO
35	0.441670	RIGHT	NO
36	0.393639	WRONG	YES


>> Condition 6


>> Frequency = 70
1	2.024429	RIGHT	NO
2	2.024429	RIGHT	NO
3	1.277328	WRONG	YES
4	2.024429	RIGHT	NO
5	2.024429	RIGHT	YES
6	1.433186	WRONG	YES
7	1.608061	RIGHT	NO
8	1.608061	WRONG	NO
9	1.804274	RIGHT	NO
10	1.804274	RIGHT	YES
11	1.608061	WRONG	YES
12	1.804274	RIGHT	NO
13	1.804274	RIGHT	YES
14	1.608061	RIGHT	NO
15	1.608061	RIGHT	NO
16	1.433186	WRONG	YES


>> Condition 7


>> Frequency = 95
1	4.217560	RIGHT	NO
2	4.217560	RIGHT	NO
3	2.661100	RIGHT	NO
4	2.661100	RIGHT	NO
5	1.679041	RIGHT	NO
6	1.679041	RIGHT	NO
7	1.059403	RIGHT	NO
8	1.059403	WRONG	YES
9	1.679041	RIGHT	NO
10	1.679041	RIGHT	YES
11	1.188670	RIGHT	NO
12	1.188670	RIGHT	NO
13	0.841514	WRONG	YES
14	0.944194	WRONG	NO
15	1.059403	RIGHT	NO
16	1.059403	RIGHT	YES
17	0.944194	RIGHT	NO
18	0.944194	RIGHT	NO
19	0.841514	RIGHT	NO
20	0.841514	RIGHT	NO
21	0.750000	RIGHT	NO
22	0.750000	RIGHT	NO
23	0.668438	RIGHT	NO
24	0.668438	WRONG	YES
25	0.750000	RIGHT	NO
26	0.750000	WRONG	NO
27	0.841514	RIGHT	NO
28	0.841514	WRONG	NO
29	0.944194	WRONG	NO
30	1.059403	RIGHT	NO
31	1.059403	RIGHT	YES
32	0.944194	RIGHT	NO
33	0.944194	WRONG	YES


>> Condition 8


>> Frequency = 400
1	3.936389	RIGHT	NO
2	3.936389	RIGHT	NO
3	2.483694	RIGHT	NO
4	2.483694	RIGHT	NO
5	1.567105	RIGHT	NO
6	1.567105	WRONG	YES
7	2.483694	RIGHT	NO
8	2.483694	RIGHT	YES
9	1.758320	RIGHT	NO
10	1.758320	WRONG	YES
11	1.972868	WRONG	NO
12	2.213594	RIGHT	NO
13	2.213594	RIGHT	YES
14	1.972868	RIGHT	NO
15	1.972868	WRONG	YES
16	2.213594	WRONG	NO
17	2.483694	RIGHT	NO
18	2.483694	RIGHT	YES
19	2.213594	WRONG	YES


>> Condition 9


>> Frequency = 20
1	46.674331	RIGHT	NO
2	46.674331	RIGHT	NO
3	29.449512	RIGHT	NO
4	29.449512	RIGHT	NO
5	18.581386	RIGHT	NO
6	18.581386	RIGHT	NO
7	11.724062	RIGHT	NO
8	11.724062	RIGHT	NO
9	7.397383	RIGHT	NO
10	7.397383	WRONG	YES
11	11.724062	RIGHT	NO
12	11.724062	RIGHT	YES
13	8.300000	WRONG	YES
14	9.312753	RIGHT	NO
15	9.312753	WRONG	NO
16	10.449081	RIGHT	NO
17	10.449081	WRONG	NO
18	11.724062	RIGHT	NO
19	11.724062	RIGHT	YES
20	10.449081	WRONG	YES
21	11.724062	RIGHT	NO
22	11.724062	WRONG	NO
23	13.154614	RIGHT	NO
24	13.154614	RIGHT	YES
25	11.724062	RIGHT	NO
26	11.724062	RIGHT	NO
